TRANSACTION_AMT,TRANSACTION_DT
7500.86,2015-05-15
0.99,2015-03-22
2805.25,2015-06-04
301.1,2015-05-04
34.46,2015-04-29
110.3,2015-06-29
170,2015-03-23
100,2015-03-02
10.94,2015-06-04
450,2015-04-03
75,2015-02-12
502.25,2015-02-10
99.95,2015-04-23
287.67,2015-05-13
329.93,2015-01-21
9862.51,2015-04-08
450.91,2015-06-11
500,2015-02-06
100,2015-06-08
39.8,2015-05-12
127.44,2015-02-04
3434.18,2015-05-29
449.7,2015-02-01
165.5,2015-01-05
86.81,2015-04-30
2252.09,2015-05-06
250,2015-06-25
3723.97,2015-06-03
30,2015-02-26
32.55,2015-02-02
33.04,2015-02-26
20.86,2015-02-04
2590.23,2015-06-09
84.46,2015-05-05
61.95,2015-03-02
6061.05,2015-03-11
500,2015-06-13
3092.25,2015-06-11
5331.43,2015-04-30
1455.82,2015-06-30
1650,2015-05-08
5.75,2015-04-04
492.65,2015-01-15
11772.85,2015-04-13
96,2015-06-23
2500,2015-06-12
35000,2015-05-21
119.84,2015-04-20
1257.09,2015-05-29
145.52,2015-05-22
855,2015-06-11
3052.76,2015-02-26
1970.31,2015-03-19
146.89,2015-05-29
66,2015-04-29
98.5,2015-01-30
250,2015-05-06
568.88,2015-05-28
950,2015-04-29
843.19,2015-05-26
3028.17,2015-02-05
133.07,2015-05-14
96,2015-01-21
128,2015-04-13
400,2015-01-16
89.1,2015-02-23
750,2015-01-12
269.08,2015-04-01
1435.95,2015-06-15
25,2015-03-12
256.05,2015-04-23
1766.09,2015-05-11
4.08,2015-05-13
202.71,2015-02-11
1024.84,2015-06-01
156.14,2015-06-15
295.98,2015-02-02
100,2015-02-07
28,2015-05-29
8.13,2015-05-06
1304.9,2015-06-05
269.31,2015-03-01
4775.61,2015-02-10
38.75,2015-04-23
2863.12,2015-05-22
168,2015-06-25
74.32,2015-03-27
43.51,2015-04-15
72.55,2015-04-29
155,2015-04-01
79.64,2015-04-27
2.8,2015-04-11
150,2015-02-15
95.63,2015-06-09
463.81,2015-02-15
30,2015-02-02
250,2015-06-01
518.73,2015-06-22
9583.33,2015-06-16
50,2015-04-14
1162.41,2015-04-20
2604.39,2015-04-15
2219.72,2015-01-30
1000,2015-02-01
92.49,2015-05-31
55,2015-04-15
96.67,2015-06-30
26.13,2015-05-04
134.51,2015-06-30
3185.85,2015-05-15
6269.55,2015-04-30
27.25,2015-02-20
3264.45,2015-06-16
2466.05,2015-03-25
1922.32,2015-04-30
1578.83,2015-01-30
6515.28,2015-03-29
181.03,2015-04-29
1.03,2015-06-30
89.97,2015-05-05
23.53,2015-01-08
384.21,2015-03-20
100,2015-04-14
43.34,2015-04-02
39.95,2015-03-03
324.1,2015-04-14
407.5,2015-03-23
389.11,2015-01-29
356.51,2015-01-27
31,2015-02-26
412.13,2015-03-15
250,2015-06-17
750,2015-02-18
26,2015-03-27
106.65,2015-04-26
1272.44,2015-05-28
500,2015-04-17
1518.16,2015-04-30
83363.46,2015-05-05
0.79,2015-06-02
99,2015-05-15
50,2015-06-06
9.99,2015-06-22
118.76,2015-01-14
35.25,2015-05-26
4000,2015-04-01
0.03,2015-06-11
5.4,2015-01-16
100,2015-03-26
10.23,2015-05-12
168.65,2015-04-29
70.15,2015-04-30
22.2,2015-02-13
507.6,2015-03-04
1309.39,2015-02-09
61.34,2015-01-02
90,2015-02-26
5652.29,2015-01-21
150,2015-01-30
207.08,2015-01-05
450,2015-02-03
200,2015-06-12
7163.94,2015-02-09
562.52,2015-04-17
209.02,2015-01-02
161.96,2015-02-03
1900.29,2015-06-15
500,2015-04-28
306.46,2015-05-27
6390,2015-02-19
200,2015-04-22
31.34,2015-02-23
79.66,2015-06-10
125.99,2015-05-26
342.65,2015-03-09
1373.58,2015-05-31
341.86,2015-05-03
2807.96,2015-05-28
1009.46,2015-05-04
250,2015-06-28
969.35,2015-01-29
12.5,2015-03-05
2053.09,2015-02-13
0.75,2015-06-09
4538.92,2015-03-13
59.95,2015-05-20
28.07,2015-04-09
130.98,2015-04-02
99.03,2015-03-13
63,2015-02-28
739.44,2015-02-04
422.39,2015-02-27
1999.5,2015-05-13
3718,2015-06-30
381.03,2015-03-25
219.41,2015-04-30
1241.87,2015-03-26
2113.67,2015-06-30
109,2015-06-25
49.9,2015-05-04
60,2015-06-30
248.1,2015-05-29
10500,2015-06-25
6000,2015-05-30
106.57,2015-04-21
650,2015-04-14
378.86,2015-01-14
1250,2015-05-22
30,2015-05-15
356.2,2015-01-20
2089.37,2015-01-20
1455.04,2015-04-08
72.29,2015-03-26
100.44,2015-02-02
4663.74,2015-05-18
8,2015-02-13
11.97,2015-04-20
300,2015-04-08
195,2015-02-19
0.32,2015-04-06
112,2015-01-21
35,2015-05-23
25.38,2015-02-23
3220,2015-04-30
8.99,2015-05-29
2105.62,2015-05-07
435.73,2015-04-06
67.74,2015-04-02
226.56,2015-01-13
791.2,2015-05-22
13.97,2015-06-30
2409.16,2015-06-30
8316.57,2015-05-27
2007.97,2015-04-17
416,2015-06-08
45.32,2015-03-22
71.16,2015-01-30
6000,2015-02-09
1235.1,2015-06-08
36.09,2015-05-08
2475.94,2015-02-19
2700,2015-03-25
25,2015-01-23
1057.98,2015-02-23
285,2015-04-01
4,2015-04-24
4300,2015-02-28
394,2015-01-15
605.88,2015-02-05
3718.38,2015-06-23
40000,2015-01-20
1611.16,2015-04-15
375,2015-03-12
419.2,2015-04-09
179.51,2015-06-16
456.2,2015-02-05
58.6,2015-06-23
300,2015-04-02
123.83,2015-05-21
193.96,2015-03-02
50,2015-04-09
6.2,2015-04-17
150,2015-03-08
182.97,2015-03-18
365.16,2015-04-09
207.96,2015-06-19
701.36,2015-04-30
1800,2015-01-20
13.82,2015-04-08
342.29,2015-02-13
40,2015-04-03
5625,2015-04-09
9.3,2015-03-19
79.94,2015-01-22
40,2015-06-23
2332.69,2015-04-15
28.41,2015-05-06
30,2015-05-27
-200,2015-06-26
133.5,2015-06-17
150,2015-05-01
10000,2015-02-04
120,2015-05-26
23,2015-05-15
200,2015-01-04
40.18,2015-01-12
491,2015-03-17
44598.77,2015-05-06
145.1,2015-01-11
690.48,2015-06-15
4155.54,2015-06-15
400,2015-01-12
483.12,2015-02-25
24.47,2015-06-05
5000,2015-02-28
819.06,2015-04-17
335.13,2015-04-20
882,2015-04-27
652.2,2015-06-16
1000,2015-03-02
148.34,2015-03-18
4781.78,2015-02-23
1404,2015-02-06
100,2015-02-07
2822.86,2015-05-29
400.95,2015-01-20
-63.12,2015-03-25
1011.42,2015-03-06
250,2015-01-26
1000,2015-06-01
294,2015-06-04
300,2015-04-27
25,2015-05-26
1600,2015-01-28
41,2015-04-02
395.16,2015-05-04
321.43,2015-04-16
560,2015-06-15
460.1,2015-03-12
350,2015-03-06
1611,2015-02-16
5422,2015-05-01
3500,2015-01-26
202.08,2015-05-20
2200.65,2015-03-13
37.5,2015-03-16
300,2015-02-12
114.8,2015-04-24
13000,2015-04-03
150,2015-02-20
23.5,2015-04-20
1845.17,2015-04-30
7902.54,2015-06-22
171.82,2015-06-26
50.12,2015-03-19
89.54,2015-03-18
422.4,2015-02-18
821.1,2015-06-05
326,2015-05-26
602.01,2015-04-06
522,2015-06-05
840,2015-03-13
6.77,2015-06-01
1000,2015-03-24
43.45,2015-04-17
10.75,2015-04-06
556,2015-03-23
94.95,2015-04-03
230,2015-02-27
5000,2015-04-03
50.9,2015-05-15
266.1,2015-05-01
300,2015-06-11
675,2015-02-26
180,2015-01-14
75,2015-03-02
4110.3,2015-02-04
1500,2015-04-28
1.99,2015-04-13
54.56,2015-01-14
408.49,2015-04-29
999.82,2015-01-20
225,2015-02-05
716.42,2015-05-05
208.06,2015-06-03
342,2015-05-12
157.01,2015-03-26
1103.5,2015-03-03
112.45,2015-02-06
82.6,2015-03-26
1150,2015-04-24
1126.68,2015-06-30
22,2015-04-14
25,2015-05-05
41.51,2015-02-04
81.33,2015-03-01
40,2015-01-13
115.87,2015-04-29
19.95,2015-05-04
69.78,2015-03-03
256.75,2015-04-02
237.65,2015-01-09
76.65,2015-05-01
367.92,2015-01-14
100,2015-03-26
61.5,2015-05-07
0.06,2015-04-19
379.5,2015-04-07
219.37,2015-03-29
14.05,2015-04-13
25,2015-01-22
200,2015-05-20
9.45,2015-04-24
150,2015-04-08
152.59,2015-02-06
0.09,2015-04-17
50,2015-01-27
150,2015-03-05
267,2015-02-02
49.92,2015-06-26
16.95,2015-06-08
2409.38,2015-03-13
536.7,2015-06-08
263.76,2015-04-09
95.58,2015-03-18
27750.5,2015-04-23
5.62,2015-01-21
247.08,2015-02-04
58.94,2015-01-05
30,2015-02-02
258,2015-02-09
1500,2015-01-15
87.01,2015-03-13
2566.5,2015-06-30
2775.35,2015-02-02
300,2015-04-24
139.41,2015-05-01
83.11,2015-02-05
1374.08,2015-04-15
363.5,2015-04-16
19000,2015-02-17
5139.71,2015-02-19
39.23,2015-05-31
826.6,2015-05-01
378.6,2015-04-30
1068.42,2015-01-19
260.38,2015-04-30
2254.21,2015-03-12
148.5,2015-06-11
3303.93,2015-01-26
1444.76,2015-06-05
9282,2015-05-29
1506,2015-05-31
451.12,2015-05-31
8.5,2015-06-22
19.5,2015-03-13
45,2015-03-04
7200,2015-01-28
3817.11,2015-02-25
1125,2015-06-09
1200,2015-05-07
1350,2015-01-27
2076.93,2015-04-17
4290.55,2015-03-06
365.5,2015-01-12
284.37,2015-03-16
50000,2015-05-18
154,2015-04-13
19000,2015-06-11
9.71,2015-05-24
719.06,2015-04-01
275.1,2015-02-05
780,2015-06-03
584.58,2015-03-17
242.82,2015-03-03
151.95,2015-04-01
2090.06,2015-06-05
566.98,2015-03-30
120,2015-06-22
2690.59,2015-03-31
29,2015-04-16
313.66,2015-01-16
250,2015-03-06
25,2015-05-14
150,2015-01-22
500,2015-01-19
79.77,2015-02-18
5.77,2015-05-27
118.02,2015-04-05
3100,2015-03-25
300,2015-04-14
147.99,2015-05-22
1320.29,2015-02-24
21.84,2015-05-14
22.44,2015-01-05
95.09,2015-03-21
154.54,2015-01-23
569,2015-06-18
391.51,2015-04-03
202.38,2015-03-20
52.86,2015-06-14
1.87,2015-04-13
188.1,2015-06-02
1500,2015-05-29
350,2015-04-16
628.05,2015-04-23
535.01,2015-05-29
204.25,2015-03-20
263,2015-02-13
147,2015-01-02
1088.68,2015-04-28
188.06,2015-02-02
37.75,2015-04-01
2500,2015-04-01
153.54,2015-01-06
577.48,2015-01-29
1480.7,2015-06-15
394.5,2015-06-26
74.41,2015-01-15
5,2015-05-21
750.35,2015-06-15
1846.86,2015-06-30
3262.09,2015-01-30
1596.55,2015-02-15
6975,2015-04-28
122.5,2015-03-18
234.04,2015-06-25
15327.8,2015-02-28
780,2015-03-03
566.25,2015-03-31
67.9,2015-01-30
30599.34,2015-01-14
175,2015-05-26
9343.75,2015-01-31
13816.89,2015-05-07
13.74,2015-05-09
120,2015-01-05
143.25,2015-01-16
105,2015-04-17
7163.27,2015-06-19
161995.6,2015-05-12
3279.9,2015-02-27
230.55,2015-04-29
1500,2015-02-13
28,2015-05-22
250,2015-05-20
354.67,2015-06-29
1758.61,2015-06-30
250,2015-01-15
1397.5,2015-05-12
1742.94,2015-01-30
503.93,2015-05-01
400,2015-02-26
106,2015-02-13
150,2015-04-13
142.23,2015-06-15
458.11,2015-05-14
547.49,2015-01-08
48.41,2015-03-25
381.59,2015-01-22
19.95,2015-03-04
150,2015-06-05
85.5,2015-04-10
120.58,2015-01-07
56,2015-05-13
5408,2015-01-29
1500,2015-04-14
2500,2015-05-18
1735.44,2015-05-26
252.1,2015-04-20
43.79,2015-03-03
562.44,2015-03-16
550,2015-05-19
12.95,2015-02-02
80.05,2015-01-02
30,2015-03-25
50.47,2015-01-30
515,2015-03-26
1686,2015-03-23
10,2015-04-02
1000,2015-05-20
75,2015-02-23
7657.52,2015-04-08
178.17,2015-01-02
461.74,2015-05-05
700,2015-02-03
641,2015-03-03
29.12,2015-03-02
221,2015-04-21
18.18,2015-06-18
30,2015-01-26
50.5,2015-03-24
40.63,2015-01-02
400,2015-05-05
430.92,2015-01-29
166.17,2015-05-29
250,2015-02-07
1000,2015-03-07
233.6,2015-03-03
2900.48,2015-01-30
4500,2015-06-05
115.7,2015-05-14
138.5,2015-05-20
6.99,2015-04-10
100,2015-04-01
125.84,2015-04-06
12580,2015-04-07
1457.2,2015-05-04
150,2015-04-30
81.77,2015-01-21
1542.98,2015-04-21
25,2015-01-10
87.13,2015-02-27
800,2015-02-03
500,2015-04-01
81.62,2015-03-05
2584.67,2015-04-30
3720,2015-04-01
1750,2015-05-04
302.55,2015-05-05
31.5,2015-02-06
428.1,2015-06-08
27.24,2015-06-09
10109.68,2015-05-27
354.44,2015-02-04
66.78,2015-05-27
14343.71,2015-05-18
56.36,2015-01-30
178,2015-01-18
300,2015-06-05
50,2015-02-05
528.01,2015-04-14
-1143.26,2015-04-30
252,2015-02-25
741.72,2015-03-09
-172.89,2015-05-06
6.29,2015-03-11
68,2015-03-20
489.48,2015-06-23
145.2,2015-05-18
13.5,2015-05-01
123.96,2015-04-29
480.25,2015-03-16
421.62,2015-05-19
322.35,2015-04-15
35,2015-01-16
1350,2015-04-22
751.66,2015-04-15
40.04,2015-06-30
77.83,2015-02-23
68,2015-05-04
882,2015-03-04
3600,2015-05-18
175,2015-04-23
894.24,2015-06-28
1249.82,2015-05-15
3758.41,2015-03-04
129.94,2015-03-16
487.3,2015-04-01
2097.75,2015-04-01
23,2015-02-23
52.75,2015-02-10
82.5,2015-01-08
198.22,2015-02-20
616.5,2015-03-11
20.14,2015-01-05
2.59,2015-01-12
1027.6,2015-01-29
44.44,2015-06-07
3,2015-02-09
15.52,2015-01-08
8250.52,2015-04-30
585,2015-02-19
60,2015-06-30
1000,2015-06-24
25,2015-01-18
74.54,2015-03-03
175,2015-06-30
9.8,2015-06-26
100,2015-02-20
23281.13,2015-05-29
1000,2015-02-28
134,2015-02-04
35,2015-03-11
38.63,2015-04-29
5000,2015-01-06
24.52,2015-06-09
199.48,2015-04-01
64.9,2015-02-26
5048.3,2015-05-28
40.94,2015-06-14
625,2015-01-26
875,2015-01-12
31.09,2015-05-07
1733.4,2015-01-13
2200,2015-05-01
124.24,2015-05-19
300,2015-03-23
265.3,2015-05-20
34.5,2015-04-08
1834.46,2015-05-28
60,2015-05-29
150,2015-04-30
263.2,2015-03-23
2566.53,2015-01-15
9117.34,2015-02-24
22023.71,2015-04-16
1.03,2015-04-16
150,2015-02-05
2500,2015-04-28
500,2015-04-06
3519.89,2015-06-17
381.23,2015-06-10
225,2015-02-07
530.71,2015-05-11
3687.03,2015-02-26
7000,2015-06-24
665.6,2015-03-05
707.69,2015-06-16
252,2015-04-21
98,2015-04-22
900,2015-02-05
446.69,2015-01-09
1552.5,2015-03-12
193.35,2015-02-06
20,2015-06-30
229.47,2015-05-08
105.81,2015-06-03
19.13,2015-04-23
365,2015-01-28
492,2015-05-15
88.97,2015-02-26
263.92,2015-04-07
78.3,2015-02-06
137.11,2015-01-09
250,2015-05-01
375,2015-03-31
10693.7,2015-06-25
12481.11,2015-04-21
120,2015-05-30
4.49,2015-01-22
76.44,2015-05-04
2426.83,2015-01-20
33.69,2015-04-14
75,2015-03-03
168.92,2015-03-20
636.44,2015-01-02
55.95,2015-02-05
316.33,2015-04-07
3500,2015-06-02
140,2015-05-28
350,2015-04-03
38.85,2015-02-04
47.45,2015-02-27
1200.7,2015-01-15
263.32,2015-04-09
2959.4,2015-05-15
2661.29,2015-06-30
60,2015-06-30
10000,2015-05-15
29.99,2015-01-05
17.74,2015-06-24
600,2015-01-02
104,2015-04-15
22.27,2015-06-25
1263.15,2015-04-30
2942,2015-02-14
3500,2015-04-30
300,2015-05-21
250,2015-02-05
6300,2015-01-07
2.54,2015-06-26
2487.27,2015-03-13
55,2015-06-05
7.12,2015-02-18
0.19,2015-03-04
68.95,2015-06-02
1409.43,2015-04-15
1792.13,2015-05-15
462,2015-03-13
99.66,2015-02-09
183.56,2015-05-20
427,2015-05-01
301.17,2015-04-18
109,2015-03-26
59.25,2015-03-31
316,2015-06-25
4.99,2015-02-25
74.54,2015-03-11
2.28,2015-01-09
1319.39,2015-02-11
428.64,2015-04-23
889.44,2015-05-06
126.94,2015-06-30
2700,2015-01-28
135.4,2015-04-30
37.5,2015-01-06
182.79,2015-04-21
300,2015-06-01
18.61,2015-03-30
203.9,2015-05-28
5.05,2015-03-30
34,2015-04-21
615.99,2015-01-15
2,2015-06-22
3683.9,2015-04-16
375,2015-03-20
157.71,2015-05-01
28.6,2015-03-31
2500,2015-02-23
735.2,2015-03-13
53.41,2015-01-05
500,2015-05-28
470.95,2015-04-13
2533.87,2015-04-15
1905.04,2015-02-28
250.76,2015-03-31
2012.15,2015-06-15
300,2015-05-08
36.61,2015-06-23
43,2015-02-15
814.86,2015-03-31
7734.89,2015-06-12
224.42,2015-05-21
2122.57,2015-04-30
3472.84,2015-06-30
305.69,2015-06-11
30,2015-03-17
219.41,2015-05-29
16.79,2015-04-10
200.48,2015-06-14
138.69,2015-01-14
1550,2015-02-24
12.69,2015-03-31
175,2015-06-01
259.68,2015-02-17
73.87,2015-05-10
79,2015-03-20
1880,2015-04-29
238.06,2015-02-19
1000,2015-03-06
963.46,2015-03-31
68.97,2015-01-27
737.5,2015-06-18
37.74,2015-04-01
536.62,2015-05-24
2083.34,2015-05-01
1127.12,2015-06-30
9.72,2015-03-06
100,2015-01-26
123.08,2015-01-10
135.16,2015-06-22
247,2015-03-02
1326.32,2015-02-03
39.35,2015-04-30
778.2,2015-04-12
349.67,2015-04-30
1481,2015-06-29
230.05,2015-06-18
124,2015-01-14
3906.78,2015-03-08
370.04,2015-06-01
41.3,2015-01-05
5000,2015-03-25
37.07,2015-02-03
21.54,2015-03-06
6000,2015-01-20
214.69,2015-06-17
4391.47,2015-04-09
416.37,2015-06-23
350,2015-06-30
75,2015-01-22
1852.49,2015-02-13
224.35,2015-02-10
540.75,2015-03-13
100,2015-01-24
209,2015-01-15
28.02,2015-05-03
5.75,2015-05-26
1492.57,2015-01-30
80,2015-03-13
99,2015-05-15
20,2015-05-13
4.73,2015-03-31
14.06,2015-03-23
918.73,2015-06-30
1000,2015-06-30
50,2015-04-06
575,2015-04-07
246.05,2015-04-06
2120,2015-03-06
30,2015-04-29
274.53,2015-04-06
147.56,2015-01-14
334.88,2015-02-19
213.18,2015-01-12
124.86,2015-06-03
250,2015-05-01
1473.85,2015-06-30
2347.05,2015-01-30
33.3,2015-01-05
394.7,2015-06-05
2475.24,2015-05-15
1936.47,2015-06-06
46.72,2015-05-17
2355.9,2015-05-15
98.05,2015-06-09
348.87,2015-04-10
15.95,2015-05-05
9868.85,2015-05-31
5589.37,2015-03-24
62.11,2015-05-01
384,2015-05-12
1400.57,2015-01-30
74.9,2015-05-12
109.52,2015-02-15
2551.21,2015-04-30
1946.27,2015-05-29
60,2015-05-29
343.18,2015-04-16
75,2015-02-28
87.4,2015-03-19
46.33,2015-01-13
127.04,2015-02-27
76.5,2015-04-30
9778.26,2015-04-01
10,2015-03-31
814.69,2015-02-27
60,2015-05-15
412.95,2015-06-18
604.2,2015-06-30
61.2,2015-03-16
4789.48,2015-03-19
282.56,2015-03-24
3148.72,2015-06-02
106.65,2015-05-31
4016.28,2015-02-05
60,2015-02-10
133.14,2015-04-30
4361.22,2015-03-31
82,2015-05-12
12.27,2015-06-04
217.75,2015-04-28
75,2015-03-25
121.76,2015-01-13
6.74,2015-02-08
14831.75,2015-02-26
750,2015-06-22
700,2015-04-29
5000,2015-01-26
649.39,2015-06-19
12,2015-03-08
0.01,2015-02-02
2586.89,2015-05-15
905,2015-01-07
500,2015-06-30
110.8,2015-03-09
719.61,2015-01-29
4250,2015-05-01
164.45,2015-01-15
260,2015-03-10
0.29,2015-02-23
167.98,2015-03-11
39,2015-01-13
427.24,2015-05-15
11.94,2015-01-05
4108.78,2015-06-23
225.41,2015-03-31
38.28,2015-05-28
694.18,2015-02-26
1000,2015-04-03
405.34,2015-01-30
96,2015-02-19
1595,2015-05-15
3620.94,2015-04-30
58,2015-06-15
25,2015-02-23
49,2015-05-28
250,2015-05-28
2890,2015-01-27
335,2015-06-10
49350.82,2015-05-11
6.78,2015-03-20
2500,2015-02-04
156.22,2015-05-20
46.43,2015-04-10
1095.93,2015-04-15
195.31,2015-02-04
225.49,2015-02-10
28.15,2015-04-20
75,2015-04-27
200,2015-06-12
196.27,2015-04-10
500,2015-02-25
137,2015-06-30
7.2,2015-03-03
70.57,2015-02-13
15.63,2015-01-05
8850,2015-03-02
559.5,2015-04-02
76.24,2015-04-03
362.17,2015-04-02
111.8,2015-02-06
110.71,2015-01-30
2158.66,2015-05-08
196,2015-06-30
382.1,2015-01-08
119.4,2015-04-03
81.18,2015-06-22
1530,2015-05-26
21.78,2015-01-12
109.95,2015-05-26
60.85,2015-03-02
1710.06,2015-06-30
60,2015-02-02
303.2,2015-01-02
5178.22,2015-05-29
246.7,2015-01-29
200.12,2015-06-10
259.98,2015-05-22
4806.1,2015-03-06
4422.02,2015-04-18
500,2015-05-04
205.99,2015-04-23
33.32,2015-02-03
2500,2015-03-09
29.35,2015-05-05
-96.05,2015-03-25
4.02,2015-04-30
1.19,2015-05-24
1000,2015-01-16
10.88,2015-06-03
100,2015-01-24
261,2015-06-30
551.1,2015-03-20
407.68,2015-02-27
25.32,2015-05-11
99.84,2015-06-03
1171.24,2015-01-30
28.58,2015-04-10
527.97,2015-04-11
30,2015-05-15
45.08,2015-04-29
150,2015-06-07
19544.19,2015-04-16
2665.37,2015-02-11
250,2015-01-17
3725.69,2015-03-31
9562.5,2015-06-15
60.65,2015-01-16
0.45,2015-05-21
334.18,2015-06-08
104.69,2015-03-03
169.07,2015-03-12
80,2015-05-29
124.9,2015-06-01
1821.66,2015-02-04
9.01,2015-01-26
84.64,2015-03-03
369.56,2015-04-13
239,2015-03-03
30,2015-04-30
25,2015-03-04
520,2015-06-19
750,2015-06-05
600.2,2015-06-15
59.83,2015-03-02
1500,2015-06-04
9,2015-05-15
201.43,2015-03-25
33.57,2015-05-31
32.4,2015-06-01
1390,2015-02-08
200,2015-03-13
112.04,2015-03-13
7.67,2015-03-04
15296.69,2015-05-31
9.71,2015-06-05
100,2015-04-17
2500,2015-03-19
724.36,2015-02-24
453.66,2015-02-27
645,2015-05-16
29.64,2015-05-09
245,2015-06-26
3500,2015-06-05
57.74,2015-05-28
6,2015-03-26
1130.43,2015-02-05
13.45,2015-05-21
1781.25,2015-05-28
576.6,2015-05-28
120.64,2015-03-25
1.12,2015-06-30
124.64,2015-06-26
1589.46,2015-06-30
383.72,2015-06-29
54.1,2015-05-05
78.91,2015-05-22
31.71,2015-05-20
23294,2015-03-19
798,2015-03-23
3000,2015-03-02
39.94,2015-01-23
659.44,2015-01-08
96.03,2015-01-06
200,2015-01-26
6.36,2015-03-19
60,2015-02-05
295.41,2015-03-23
90,2015-03-31
10054.8,2015-04-08
21.14,2015-04-21
230.67,2015-02-26
217.22,2015-05-06
176,2015-02-12
747.87,2015-04-22
429.89,2015-06-03
75,2015-02-13
30.19,2015-02-10
31.04,2015-02-27
110.45,2015-06-19
1365,2015-03-20
385,2015-02-04
113.39,2015-05-08
145.3,2015-04-07
150,2015-04-13
558.58,2015-01-08
483,2015-03-18
517,2015-03-13
375,2015-06-26
2600,2015-06-17
33.52,2015-02-26
1000,2015-01-15
179.95,2015-02-06
135,2015-04-11
13175,2015-05-12
114.08,2015-05-21
18.86,2015-01-18
156.05,2015-02-26
300,2015-05-13
219.88,2015-04-02
36435.06,2015-03-02
2500,2015-06-10
50,2015-03-16
2500,2015-06-18
353.16,2015-02-09
819.43,2015-03-31
30,2015-01-31
89.9,2015-06-03
4121.06,2015-04-28
149.48,2015-04-10
120.53,2015-05-20
20,2015-04-03
1770.4,2015-05-22
78.03,2015-05-01
676.3,2015-03-18
1200.2,2015-01-30
643.9,2015-06-10
1997.21,2015-01-13
3000.96,2015-05-13
253.61,2015-06-26
397.9,2015-01-24
566.42,2015-05-27
15.08,2015-04-23
71.53,2015-06-04
40,2015-02-02
1825,2015-06-01
1020.6,2015-06-08
15,2015-03-03
25.4,2015-06-22
844.13,2015-06-17
75,2015-04-09
4600,2015-01-11
4410,2015-05-01
5130.29,2015-03-05
411,2015-05-08
130,2015-02-21
131.99,2015-06-25
1500.28,2015-02-23
382.53,2015-06-22
11.48,2015-01-26
1420.25,2015-05-14
5981.8,2015-04-02
700,2015-06-12
714,2015-03-01
2363.14,2015-05-15
900,2015-06-10
4000,2015-01-06
125,2015-01-11
529,2015-05-07
-367.16,2015-06-30
30.44,2015-06-02
731.31,2015-04-30
2510.03,2015-01-14
557.65,2015-03-16
2975,2015-01-30
78.6,2015-06-24
122.79,2015-04-16
30,2015-05-28
1.58,2015-04-30
2668.82,2015-01-30
81.97,2015-02-19
125,2015-05-28
211.97,2015-04-26
17.91,2015-02-27
95.94,2015-01-05
334.18,2015-05-04
2.04,2015-06-19
0.26,2015-03-26
59.95,2015-06-08
334.31,2015-01-20
150,2015-06-10
5667.44,2015-03-17
1050.91,2015-02-27
1000,2015-06-17
236.6,2015-06-26
574.72,2015-01-30
151.22,2015-05-21
1032.93,2015-01-15
19.75,2015-02-27
79.95,2015-05-04
2600,2015-05-07
150,2015-03-21
97.76,2015-05-22
34,2015-01-23
6.77,2015-02-02
6000,2015-01-21
362.23,2015-01-27
1827.26,2015-06-15
156.1,2015-04-13
405,2015-03-17
98,2015-04-24
1117.84,2015-06-25
1342.17,2015-03-30
1061.5,2015-04-27
-17.56,2015-04-17
238.1,2015-01-13
901.33,2015-03-05
300,2015-01-20
1527.47,2015-04-30
15,2015-04-07
500,2015-05-01
0.36,2015-01-30
150,2015-06-19
107.12,2015-03-16
1270,2015-01-29
750.23,2015-05-05
75,2015-03-05
259.6,2015-04-06
276,2015-06-05
44.38,2015-04-17
447,2015-02-06
385.97,2015-02-02
3000,2015-04-22
1723.79,2015-05-15
500,2015-04-23
35,2015-06-18
271.69,2015-06-03
5019.25,2015-03-26
283.2,2015-03-06
711.52,2015-03-26
749,2015-06-23
7.39,2015-03-18
1050.5,2015-05-22
203.69,2015-03-09
1.59,2015-05-26
101.63,2015-04-07
37.1,2015-03-13
211.1,2015-02-12
113.83,2015-02-26
141.33,2015-03-12
30,2015-04-30
-5,2015-03-25
300,2015-02-13
10.49,2015-05-21
240.19,2015-06-17
400.27,2015-03-16
10000,2015-06-19
203.83,2015-06-02
140.96,2015-06-13
355,2015-01-08
0.99,2015-05-17
213.21,2015-01-22
82.4,2015-05-29
12923.84,2015-05-04
0.22,2015-01-15
4100,2015-06-18
1490.15,2015-01-21
600,2015-05-17
1868.3,2015-03-12
202,2015-02-17
593.41,2015-03-11
148.1,2015-02-03
461.75,2015-05-21
2107.22,2015-03-20
23.91,2015-05-04
5935.06,2015-04-07
1864.5,2015-01-16
111.96,2015-05-14
162,2015-02-09
190.23,2015-06-03
32625,2015-06-01
0.54,2015-02-26
25,2015-06-03
1647.16,2015-03-13
295.3,2015-04-01
950,2015-04-27
125.91,2015-03-04
31.41,2015-05-21
72,2015-03-27
194.45,2015-06-18
750,2015-02-12
246,2015-01-15
1863.23,2015-02-09
3369.2,2015-05-07
75,2015-03-13
69.05,2015-04-03
2.03,2015-05-03
75,2015-04-30
1451.03,2015-06-08
54.79,2015-05-27
2321.47,2015-06-15
198.5,2015-06-30
30,2015-05-15
3220,2015-06-30
1000,2015-06-17
654.65,2015-04-03
183.5,2015-02-15
685,2015-03-24
109006.28,2015-02-25
1095,2015-05-12
22000,2015-06-03
400,2015-06-30
98,2015-03-07
2500,2015-04-07
90.58,2015-03-20
0.08,2015-05-28
1.12,2015-06-13
